1520525400.0,157.0,157.0,156.64,156.86
1520526000.0,156.8,157.1109,156.8,156.98
1520526600.0,156.8,156.81,156.46,156.81
1520527200.0,156.81,156.84,156.4809,156.8
1520527800.0,156.71,156.85,156.64,156.83
1520528400.0,157.33,157.33,156.7,156.72
1520529000.0,157.3,157.63,156.96,157.35
1520529600.0,157.46,157.61,157.3,157.31
1520530200.0,157.775,157.9,156.99,157.17
1520530800.0,157.38,157.84,157.38,157.82
1520531400.0,157.82,157.95,157.208,157.39
1520532000.0,157.55,157.91,157.42,157.81
1520532600.0,157.515,157.64,157.29,157.61
1520533200.0,157.68,157.7099,157.347,157.455
1520533800.0,157.92,157.95,157.55,157.6701
1520534400.0,157.97,158.2,157.9,157.93
1520535000.0,158.284,158.38,158.01,158.01
1520535600.0,158.67,158.87,158.18,158.23
1520536200.0,158.54,158.73,158.38,158.69
1520536800.0,158.94,158.98,158.59,158.59
1520537400.0,158.95,159.05,158.86,158.9
1520538000.0,159.3,159.4,159.02,159.02
1520538600.0,159.25,159.38,158.93,159.3
1520539200.0,159.52,159.63,159.2449,159.2449
1520539800.0,159.41,159.65,159.4,159.56
1520540400.0,159.29,159.41,159.07,159.41
1520541000.0,159.32,159.41,159.16,159.34
1520541600.0,159.29,159.48,159.22,159.31
1520542200.0,159.36,159.37,159.215,159.32
1520542800.0,159.53,159.58,159.335,159.39
1520606400.0,159.38,159.66,159.36,159.56
1520607000.0,159.29,159.42,159.16,159.365
1520607600.0,159.16,159.36,159.04,159.29
1520608200.0,159.14,159.28,158.98,159.2
1520608800.0,159.24,159.26,158.96,159.07
1520609400.0,159.03,159.35,158.9984,159.27
1520610000.0,158.6,159.065,158.6,159.065
1520610600.0,158.75,158.94,158.53,158.53
1520611200.0,159.1,159.2258,158.69,158.76
1520611800.0,159.1597,159.24,159.01,159.18
1520612400.0,159.44,159.5,159.15,159.15
1520613000.0,159.225,159.5,159.175,159.43
1520613600.0,159.33,159.33,159.15,159.25
1520614200.0,159.18,159.42,159.12,159.38
1520614800.0,159.31,159.4,159.09,159.22
1520615400.0,159.13,159.56,159.13,159.33
1520616000.0,158.9,159.26,158.82,159.13
1520616600.0,159.3027,160.15,158.72,159.17
1520617200.0,158.91,159.36,158.66,159.28
1520617800.0,159.27,159.34,158.8,158.92
1520618400.0,158.76,159.349,158.69,159.2
1520619000.0,158.57,158.76,158.47,158.72
1520619600.0,158.64,158.8199,158.34,158.51
1520620200.0,158.32,158.745,158.18,158.69
1520620800.0,158.255,158.455,158.22,158.33
1520621400.0,157.9,158.29,157.87,158.23
1520622000.0,158.04,158.2,157.865,157.93
1520622600.0,158.22,158.31,157.9,158.07
1520623200.0,157.79,158.2399,157.7,158.21
1520623800.0,157.58,157.79,157.58,157.77
1520624400.0,157.645,157.68,157.44,157.565
1520625000.0,157.515,157.63,157.4,157.63
1520625600.0,157.25,157.54,157.13,157.515
1520626200.0,157.14,157.25,157.09,157.24
1520626800.0,157.07,157.265,157.02,157.15
1520627400.0,157.085,157.17,156.98,157.04
1520628000.0,157.2,157.275,157.06,157.07
1520628600.0,157.74,157.7584,157.225,157.24
1520629200.0,157.8349,158.02,157.735,157.735
1520630400.0,157.95,158.01,157.8251,157.8251
1520861400.0,157.86,157.979,157.84,157.92
1520862000.0,157.8,157.97,157.77,157.91
1520862600.0,157.5,157.92,157.5,157.83
1520863200.0,157.34,157.555,157.3,157.49
1520863800.0,157.365,157.46,157.1801,157.34
1520864400.0,157.12,157.36,157.06,157.36
1520865000.0,157.12,157.33,157.11,157.13
1520865600.0,157.4275,157.46,157.09,157.15
1520866200.0,157.66,157.75,157.44,157.45
1520866800.0,157.53,157.715,157.53,157.69
1520867400.0,157.64,157.64,157.38,157.53
1520868000.0,157.56,157.63,157.41,157.63
1520868600.0,157.89,157.92,157.55,157.55
1520869200.0,157.83,158.01,157.83,157.88
1520869800.0,157.83,158.03,157.67,157.85
1520870400.0,158.03,158.05,157.7501,157.85
1520871000.0,158.0,158.1,156.5201,156.98
1520871600.0,158.03,158.51,157.98,158.07
1520872200.0,157.88,158.175,157.84,158.0
1520872800.0,158.325,158.75,157.83,157.86
1520873400.0,158.195,158.71,158.0,158.42
1520874000.0,158.15,158.44,158.09,158.195
1520874600.0,158.355,158.475,158.03,158.1
1520875200.0,158.53,158.7937,158.35,158.355
1520875800.0,158.38,158.52,158.235,158.51
1520876400.0,158.01,158.4279,157.97,158.415
1520877000.0,157.55,158.0025,157.55,157.99
1520877600.0,157.33,158.0,157.27,157.55
1520878200.0,157.81,157.93,157.33,157.33
1520878800.0,157.33,157.88,157.33,157.8
1520879400.0,157.1,157.32,157.1,157.32
1520880000.0,156.96,157.17,156.88,157.17
1520880600.0,156.85,156.95,156.56,156.94
1520881200.0,156.71,156.95,156.54,156.86
1520881800.0,157.0494,157.1999,156.765,156.765
1520882400.0,157.47,157.515,156.76,157.03
1520883000.0,157.12,157.54,157.12,157.5
1520883600.0,156.97,157.1,156.68,157.1
1520884200.0,157.19,157.26,156.88,156.96
1520884800.0,157.57,157.57,157.08,157.18
1520948400.0,157.65,157.78,157.49,157.62
1520949000.0,157.73,157.73,157.49,157.6391
1520949600.0,157.74,157.89,157.73,157.77
1520950200.0,157.87,157.95,157.68,157.76
1520950800.0,157.9645,158.21,157.83,157.95
1520951400.0,157.75,158.08,157.75,157.955
1520952000.0,157.947,158.1,157.775,157.775
1520952600.0,157.97,158.08,157.925,157.98
1520953200.0,157.84,158.04,157.75,158.03
1520953800.0,158.26,158.33,157.81,157.83
1520954400.0,158.305,158.38,158.17,158.25
1520955000.0,158.42,158.505,158.23,158.28
1520955600.0,158.4775,158.56,158.32,158.42
1520956200.0,158.76,158.96,158.495,158.5
1520956800.0,158.53,158.77,158.4,158.75
1520957400.0,158.52,159.16,158.04,159.01
1520958000.0,158.64,158.9,158.5,158.51
1520958600.0,158.455,158.89,158.36,158.6
1520959200.0,158.56,158.59,158.31,158.46
1520959800.0,158.37,158.69,158.32,158.61
1520960400.0,158.535,158.73,158.36,158.39
1520961000.0,158.35,158.53,158.31,158.49
1520961600.0,158.8,158.81,158.32,158.35
1520962200.0,158.77,158.94,158.68,158.805
1520962800.0,159.015,159.14,158.71,158.76
1520963400.0,159.23,159.36,159.04,159.04
1520964000.0,158.82,159.225,158.82,159.22
1520964600.0,158.7,158.84,158.39,158.84
1520965200.0,158.7598,158.8599,158.6101,158.7
1520965800.0,158.84,158.93,158.56,158.73
1520966400.0,158.76,158.9921,158.76,158.84
1520967000.0,158.726,158.75,158.47,158.74
1520967600.0,158.7,158.81,158.61,158.74
1520968200.0,158.65,158.76,158.46,158.69
1520968800.0,158.89,158.915,158.6,158.67
1520969400.0,158.6341,158.915,158.52,158.915
1520970000.0,158.86,158.94,158.69,158.69
1520970600.0,158.75,158.99,158.72,158.91
1520971200.0,158.76,158.87,158.64,158.76
1521034200.0,158.695,158.81,158.62,158.76
1521034800.0,158.52,158.67,158.4,158.67
1521035400.0,158.85,158.8918,158.525,158.54
1521036000.0,158.68,158.9433,158.68,158.83
1521036600.0,158.95,158.95,158.65,158.65
1521037200.0,158.97,158.99,158.87,158.97
1521037800.0,159.39,159.4,158.83,158.97
1521038400.0,159.27,159.42,159.18,159.42
1521039000.0,159.18,159.36,159.16,159.29
1521039600.0,159.28,159.29,159.16,159.18
1521040200.0,159.21,159.28,159.16,159.25
1521040800.0,159.127,159.25,158.97,159.23
1521041400.0,158.77,159.13,158.76,159.13
1521042000.0,158.51,158.83,158.27,158.77
1521042600.0,158.5,158.75,158.22,158.57
1521043200.0,159.72,159.73,159.32,159.59
1521043800.0,159.775,159.82,159.62,159.72
1521044400.0,160.06,160.15,159.76,159.8
1521045000.0,160.65,160.68,159.86,160.12
1521045600.0,160.39,160.65,160.31,160.65
1521046200.0,160.51,160.7,160.29,160.38
1521046800.0,160.35,160.54,160.21,160.48
1521047400.0,159.98,160.38,159.81,160.355
1521048000.0,159.83,160.04,159.75,160.0
1521048600.0,159.63,159.91,159.61,159.83
1521049200.0,159.41,159.63,159.21,159.61
1521049800.0,159.67,159.75,159.4,159.42
1521050400.0,159.63,159.73,159.51,159.695
1521051000.0,159.65,159.67,159.51,159.63
1521051600.0,160.4,160.49,159.67,159.68
1521052200.0,160.34,160.41,160.24,160.395
1521052800.0,160.76,160.77,160.345,160.35
1521053400.0,161.2,161.29,160.72,160.75
1521054000.0,161.235,161.275,160.96,161.201
1521054600.0,161.3702,161.45,161.15,161.24
1521055200.0,161.49,161.6,161.39,161.39
1521055800.0,161.45,161.6,161.4,161.51
1521056400.0,161.23,161.5,161.23,161.435
1521057000.0,161.145,161.2952,161.04,161.23
1521057600.0,161.39,161.4,161.14,161.1652
1521121200.0,161.33,161.43,161.24,161.395
1521121800.0,161.55,161.57,161.31,161.34
1521122400.0,161.46,161.77,161.4,161.53
1521123000.0,161.57,161.6,161.42,161.48
1521123600.0,161.79,161.79,161.57,161.59
1521124200.0,161.79,161.81,161.71,161.78
1521124800.0,161.55,161.8328,161.5,161.81
1521125400.0,161.25,161.56,161.2,161.52
1521126000.0,161.47,161.53,161.22,161.25
1521126600.0,161.349,161.55,161.32,161.48
1521127200.0,161.22,161.36,161.17,161.34
1521127800.0,161.13,161.36,161.1,161.23
1521128400.0,161.43,161.62,161.09,161.11
1521129000.0,161.62,162.28,161.62,162.0
1521129600.0,162.1502,162.77,161.61,162.0
1521130200.0,161.9785,162.225,161.68,162.09
1521130800.0,162.05,162.1699,161.815,162.03
1521131400.0,161.75,162.12,161.6716,162.075
1521132000.0,161.58,161.87,161.41,161.71
1521132600.0,161.67,161.97,161.61,161.65
1521133200.0,161.68,161.795,161.52,161.64
1521133800.0,161.66,161.77,161.4,161.71
1521134400.0,161.15,161.75,161.02,161.7
1521135000.0,161.26,161.46,161.06,161.07
1521135600.0,161.39,161.4,161.16,161.3399
1521136200.0,161.49,161.58,161.34,161.35
1521136800.0,161.77,161.8,161.5,161.55
1521137400.0,161.82,161.93,161.72,161.8
1521138000.0,161.96,162.0,161.66,161.85
1521138600.0,162.07,162.22,161.92,161.92
1521139200.0,162.16,162.18,161.99,162.07
1521139800.0,162.04,162.16,161.98,162.14
1521140400.0,161.85,162.04,161.7646,162.04
1521141000.0,161.895,162.03,161.88,161.88
1521141600.0,161.94,162.035,161.84,161.86
1521142200.0,162.12,162.19,161.95,161.95
1521142800.0,161.99,162.18,161.94,162.15
1521143400.0,161.67,161.98,161.67,161.96
1521144000.0,161.85,161.9,161.6,161.719
1521207600.0,161.82,161.87,161.6,161.81
1521208200.0,161.57,161.87,161.57,161.84
1521208800.0,161.715,161.808,161.56,161.56
