EXCHANGE%3DNYSE,,,,,
MARKET_OPEN_MINUTE=570,,,,,
MARKET_CLOSE_MINUTE=960,,,,,
INTERVAL=600,,,,,
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=,,,,,
TIMEZONE_OFFSET=-240,,,,,
455,162.905,162.92,162.46,162.46,7733
456,162.79,162.94,162.69,162.905,8603
457,162.9,162.97,162.76,162.79,11782
458,162.87,162.99,162.78,162.8734,10074
459,162.96,163,162.85,162.87,15747
460,163.11,163.27,162.94,162.94,29850
461,163.23,163.25,163.09,163.1,46362
462,162.61,163.155,162.49,163.08,11633
463,162.73,163.05,162.57,162.65,8997
464,162.72,163.045,162.4,162.66,9400
465,162.805,163,162.73,162.77,22840
466,162.97,163,162.45,162.818,19738
467,162.95,163.22,162.83,162.99,35768
468,162.9,163.32,162.86,162.945,12582
469,162.6,162.77,162.53,162.77,4831
470,162.6015,162.65,162.46,162.6,7158
576,162.78,162.8724,162.59,162.62,5569
577,162.51,162.93,162.43,162.81,6171
578,162.35,162.4,162.22,162.34,5524
579,162.71,162.73,162.33,162.3599,5772
580,162.86,162.86,162.62,162.71,5021
581,162.67,162.92,162.62,162.84,10140
582,162.5,162.77,162.32,162.72,7319
583,162.565,162.68,162.4,162.49,8332
584,162.45,162.63,162.33,162.5175,10044
585,162.45,162.47,162.325,162.35,6408
586,162.39,162.53,162.27,162.45,7532
587,162.52,162.59,162.35,162.405,6295
588,162.32,162.54,162.25,162.52,4100
589,162,162.275,162,162.25,8697
590,162.12,162.21,162.04,162.08,3204
591,162.12,162.215,162.02,162.19,5875
592,162.41,162.41,162.11,162.11,9683
593,162.5,162.63,162.3877,162.43,6072
594,162.43,162.74,162.25,162.54,7849
595,162.47,162.52,162.35,162.45,5185
596,162.59,162.59,162.42,162.5,4857
597,162.4,162.56,162.33,162.56,6479
598,162.41,162.47,162.12,162.35,5100
599,162.1526,162.4,162.09,162.4,8005
600,162.45,162.475,162.17,162.21,7911
601,162.28,162.44,162.23,162.39,10758
602,162.485,162.485,162.32,162.32,11453
603,162.55,162.67,162.47,162.49,17501
604,162.73,162.73,162.54,162.56,26380
605,162.62,162.83,162.61,162.73,56274
606,163.06,163.59,162.835,163.33,7249
607,163.5,163.69,162.97,163.01,9779
608,162.71,163.49,162.71,163.31,16640
609,163.01,163.14,162.7288,162.94,2290
610,162.98,163.3,162.95,163.1,4530
611,162.78,163.14,162.72,163.07,9326
612,162.65,163.03,162.65,162.93,18200
613,162.78,162.93,162.58,162.68,13505
614,163.15,163.22,162.75,162.75,11840
720,163.21,163.4,163.14,163.18,6626
721,163.09,163.4199,163.01,163.26,8241
722,163.14,163.22,163.01,163.09,7968
723,163.13,163.31,163.02,163.18,8789
724,163.37,163.37,163.08,163.08,6334
725,163.63,163.66,163.41,163.455,14676
726,163.63,163.68,163.57,163.6,7137
727,163.84,163.9,163.61,163.66,13739
728,163.92,163.99,163.89,163.92,3841
729,164.28,164.43,163.92,163.92,14547
730,164.63,164.65,164.33,164.37,10351
731,164.41,164.64,164.35,164.55,10400
732,164.425,164.59,164.36,164.39,9968
733,163.97,164.38,163.97,164.38,12408
734,163.68,163.88,163.655,163.87,12208
735,163.63,163.78,163.55,163.695,7242
736,163.33,163.61,163.33,163.59,9816
737,163.14,163.31,163.02,163.31,10150
738,163.07,163.175,162.99,163.15,11185
739,162.9,163.13,162.78,163.07,26026
740,163.07,163.11,162.75,162.9,15108
741,163.04,163.11,162.8,163.09,13817
742,163.31,163.39,162.97,162.97,13708
743,163.01,163.39,163.01,163.36,16505
744,163,163.0699,162.86,162.98,22724
745,163.07,163.28,163.02,163.02,10511
746,163.04,163.07,162.94,163.0633,11393
747,163.07,163.18,162.96,163.055,24631
748,163.11,163.23,162.99,163.01,45238
749,163.05,163.22,162.92,163.14,96794
750,163.065,163.56,162.68,163.56,13416
751,162.99,163.23,162.92,163.07,10973
752,163.08,163.23,163,163.09,8000
753,163.08,163.09,162.98,163.08,6084
754,162.7953,163.08,162.54,162.99,12701
755,162.75,162.84,162.69,162.8005,9440
756,162.89,162.99,162.69,162.73,6078
757,162.705,162.91,162.57,162.88,4759
758,162.08,162.76,162.08,162.73,8655
864,162.06,162.25,161.13,162.21,17698
865,161.43,162.04,161.19,162,23602
866,161.69,161.74,160.84,161.45,14811
867,161.16,161.7564,160.86,161.7564,13084
868,161.8057,161.83,160.98,161.16,14156
869,161.705,162.36,161.6,161.89,7635
870,161.7088,161.9,161.48,161.685,17475
879,161.765,161.89,161.72,161.8,9190
880,162.18,162.26,161.83,161.83,13672
881,162.365,162.46,162.18,162.24,5140
882,162.475,162.53,162.26,162.46,5441
883,162.09,162.59,161.96,162.52,14942
884,162.41,162.41,162.095,162.1,3850
885,162.145,162.375,162.02,162.35,6367
a1512744000,162.27,162.32,162.14,162.185,6593
1,162.1241,162.31,161.97,162.27,9244
2,162.29,162.48,162.102,162.105,7923
3,162.17,162.38,162.1,162.32,5618
4,162.08,162.22,162.01,162.165,6570
5,162.18,162.18,162.02,162.07,8131
6,162.09,162.15,162.06,162.11,8893
7,161.72,162.06,161.62,162.06,11279
8,161.93,161.93,161.63,161.71,4729
9,161.86,161.94,161.72,161.94,9652
10,161.61,161.88,161.59,161.88,9438
11,161.82,161.84,161.6,161.6,13149
12,161.58,161.84,161.57,161.8,19843
13,161.7,161.81,161.58,161.58,30649
14,161.62,161.83,161.62,161.73,77809
15,162.885,162.99,161.95,162.19,15965
16,162.72,162.86,162.41,162.8017,9971
17,162.865,163.06,162.7187,162.7187,12113
18,163.7,163.75,162.78,162.87,27596
19,163.245,163.75,162.92,163.68,109176
20,163.18,163.5,162.97,163.17,26612
21,163.545,163.76,163.07,163.17,16039
22,163.95,164,163.47,163.6,19199
23,164.11,164.36,163.82,163.97,19938
24,164.05,164.28,163.9425,164.14,12808
25,163.976,164.25,163.91,164.035,14279
26,163.55,164.24,163.55,164.06,17508
27,163.83,163.99,163.46,163.56,14521
28,163.44,163.83,163.23,163.805,7293
29,163.5675,163.59,163.31,163.5,6793
30,163.305,163.52,163.28,163.505,10457
31,163.34,163.51,163.305,163.32,9220
32,163.32,163.41,163.26,163.31,7071
33,163.1,163.29,163.03,163.29,7490
34,163.355,163.355,163.09,163.1,6468
35,163.45,163.56,163.33,163.33,8067
36,163.4,163.56,163.4,163.5,3431
37,163.29,163.62,163.29,163.46,7546
38,163.41,163.575,163.355,163.355,11659
432,163.62,163.65,163.44,163.44,5489
433,163.73,163.73,163.57,163.63,8383
434,163.72,163.8,163.65,163.72,25875
435,163.41,163.7209,163.3,163.7209,18694
436,162.9801,163.41,162.85,163.41,6711
437,162.87,163.12,162.82,162.99,6006
438,162.84,162.96,162.74,162.94,6223
439,162.8,162.95,162.75,162.84,6302
440,162.945,163.05,162.83,162.83,5759
441,163.04,163.13,162.76,162.98,6561
442,162.96,163.09,162.85,163.09,8419
443,163.11,163.17,162.97,162.97,12063
444,162.805,163.1,162.8,163.095,24222
445,162.53,162.849,162.52,162.8,21406
446,162.4,162.6896,162.38,162.56,57979
447,161.48,162.8752,161.48,162.51,12079
448,161.47,161.865,160.99,161.24,6686
449,161.64,161.96,161.39,161.56,8399
450,161.8925,161.94,161.64,161.68,3307
451,162.22,162.26,161.9,161.91,9657
452,162.2425,162.4,162.2,162.33,6416
453,162.26,162.42,162.2,162.2,6704
454,162.45,162.45,162.29,162.32,7193
455,162.42,162.5,162.2542,162.45,10448
456,162.29,162.5,162.285,162.43,5969
457,162.105,162.29,161.81,162.29,7700
458,162.02,162.1,161.92,162.07,6674
459,162.22,162.345,162.01,162.01,16606
460,162.17,162.21,162.12,162.18,2200
461,162.22,162.27,162.12,162.2,4187
462,162.11,162.21,162.04,162.13,3343
463,162.01,162.11,161.94,162.08,6428
464,162.17,162.18,161.99,162,3445
465,162.2249,162.28,162.1,162.15,15481
466,162.18,162.28,162.18,162.28,1744
467,162.295,162.32,162.09,162.16,13317
468,162.45,162.48,162.275,162.275,5765
469,162.44,162.5,162.39,162.45,5709
470,162.55,162.55,162.48,162.48,3295
576,162.59,162.65,162.53,162.59,6193
577,162.52,162.6,162.44,162.59,5060
578,162.59,162.59,162.49,162.52,3991
579,162.5,162.6,162.47,162.6,5269
580,162.24,162.46,162.21,162.46,13962
581,162.45,162.45,162.18,162.29,7229
582,162.39,162.45,162.285,162.37,8047
583,162.36,162.63,162.3,162.45,6000
584,162.33,162.45,162.29,162.29,4728
585,162.245,162.38,162.12,162.36,10246
586,162.16,162.28,162.075,162.21,8309
587,162.24,162.27,162.125,162.14,7714
588,162.04,162.26,162.04,162.245,11623
589,161.99,162.15,161.93,162.04,15772
590,161.98,162.08,161.92,161.96,57635
591,160.805,161.8,160.5,161.5,15723
592,161.39,161.53,161.29,161.29,4357
593,160.93,161.43,160.84,161.42,11488
594,160.84,161.0925,160.675,161.02,7238
595,160.869,160.96,160.6,160.91,13932
596,160.72,160.86,160.72,160.82,4958
597,160.77,160.955,160.65,160.8,8524
598,161.07,161.11,160.68,160.68,8419
599,161.0725,161.25,160.88,161.05,12072
600,161.42,161.42,161,161.045,8696
601,160.94,161.3325,160.94,161.3325,6787
602,160.87,161.2048,160.87,161.015,5242
603,160.8,160.9164,160.8,160.84,3024
604,160.58,160.8636,160.58,160.855,4240
605,160.52,160.77,160.52,160.62,4736
606,160.3601,160.54,160.2901,160.53,10112
607,160.2,160.455,160.12,160.43,6273
608,160.3,160.3,160.1,160.16,6108
609,160.41,160.42,160.25,160.285,6216
610,160.28,160.4,160.22,160.37,6180
611,160.6,160.6,160.18,160.21,32610
612,160.58,160.67,160.53,160.6,10575
613,160.425,160.66,160.38,160.63,4331
614,160.5,160.54,160.3901,160.47,4703
720,160.5532,160.63,160.46,160.51,7600
721,160.49,160.58,160.48,160.55,4026
722,160.325,160.44,160.3,160.44,8615
723,160.22,160.42,160.22,160.3,9415
724,160.3,160.32,160.16,160.2269,7604
725,160.3,160.4,160.275,160.33,3978
726,160.47,160.54,160.29,160.31,9762
727,160.49,160.53,160.39,160.505,13144
728,160.46,160.53,160.38,160.48,8960
729,160.48,160.51,160.35,160.42,13981
730,160.5,160.53,160.27,160.47,9668
731,160.42,160.5375,160.42,160.525,20350
732,160.39,160.46,160.33,160.41,16514
733,160.45,160.54,160.38,160.38,27835
734,160.35,160.53,160.27,160.44,61040
735,160.24,160.52,160.03,160.39,10400
736,159.92,160.36,159.92,160.3197,11080
737,160.49,160.49,159.93,159.93,7437
738,160.12,160.38,160.04,160.38,7439
739,160.2,160.56,160.14,160.2,5846
740,160.3,160.32,160.14,160.27,600
741,160.385,160.385,160.27,160.27,200
742,160.39,160.83,160.29,160.35,62310
743,160.744,160.744,160.43,160.46,17710
744,160.63,160.91,160.58,160.75,19961
745,160.51,160.64,160.481,160.625,14411
746,160.46,160.62,160.43,160.51,15185
747,160.59,160.64,160.42,160.42,5641
748,160.68,160.76,160.68,160.68,5086
749,161.13,161.445,161.09,161.3,13775
750,161.2399,161.38,161.03,161.22,10245
751,161.26,161.385,161.205,161.24,8162
752,161.295,161.36,161.15,161.25,15402
753,161.11,161.28,161.08,161.27,13357
754,161,161.14,160.96,161.129,19363
755,160.915,161.06,160.91,161.02,21300
756,160.71,160.94,160.71,160.94,3900
757,160.77,160.81,160.74,160.74,10738
758,160.67,160.77,160.66,160.77,6999
864,160.4,160.64,160.4,160.64,14708
865,160.66,160.66,160.31,160.455,25998
866,160.64,160.75,160.44,160.615,21418
867,160.975,161.075,160.6295,160.65,12975
868,161.135,161.1899,160.99,161.05,4000
869,160.94,161.16,160.875,161.145,5806
870,160.96,161.06,160.87,160.895,6350
871,161.03,161.09,160.96,160.98,10758
872,160.94,161.25,160.94,161.05,8458
873,160.915,161,160.87,160.94,5498
874,161,161.01,160.881,160.9069,5905
875,161.03,161.2,161.02,161.02,7966
876,161.02,161.1,161,161.0424,8444
877,161.035,161.15,160.96,161.04,5529
878,160.94,161.085,160.9001,161.04,25138
879,160.89,161,160.75,160.9,57589
880,160.59,160.918,160.48,160.91,49826
881,160.31,160.65,160.26,160.59,52071
882,160.48,160.68,160.24,160.31,20953
883,160.34,160.53,160.24,160.5299,18547
884,160.33,160.45,160.195,160.33,18104
885,160.28,160.37,160.22,160.31,7497
886,160.34,160.41,160.3,160.35,19175
887,160.335,160.43,160.26,160.33,20815
888,160.41,160.46,160.32,160.32,17612
889,160.62,160.66,160.4,160.405,18275
890,160.7,160.735,160.411,160.63,40620
891,160.8701,160.99,160.73,160.73,102228
892,162.89,163.37,162.69,163.37,47878
893,162.79,163.18,162.54,162.91,62046
894,163.18,163.18,162.551,162.72,54746
895,163.57,163.615,163.09,163.15,27996
896,163.23,163.61,163.23,163.5525,16273
897,163.26,163.38,163,163.25,17743
898,163.02,163.27,163.015,163.27,13109
899,163.04,163.14,163,163.06,10259
900,162.77,163.06,162.77,163.03,14684
901,162.6699,162.85,162.58,162.75,12558
902,162.71,162.78,162.52,162.67,16823
a1513348800,163.04,163.16,162.6201,162.69,28231
1,163.05,163.14,162.91,163.05,11681
2,163.01,163.11,163,163.06,5848
3,162.9399,163.1099,162.89,163,18400
4,162.87,163.03,162.81,162.92,6872
5,163.135,163.135,162.9001,162.91,8783
6,162.9601,163.135,162.96,163.135,12029
7,163,163.17,162.9462,163.02,23194
8,162.8101,162.9889,162.77,162.97,12530
9,162.94,162.9699,162.81,162.82,11956
10,162.94,162.97,162.89,162.91,5671
11,162.98,163.02,162.91,162.99,13438
12,163.12,163.12,162.9642,163.01,9154
13,162.95,163.1699,162.95,163.13,10195
14,162.8303,162.99,162.8303,162.905,4704
15,162.98,163.1,162.8699,162.88,7940
16,163.125,163.15,163.005,163.0231,10596
17,163.12,163.17,163.09,163.12,14157
18,163.125,163.2,163.08,163.08,29269
19,163.13,163.18,163.1,163.15,10780
20,162.9776,163.17,162.9776,163.17,5622
21,163.21,163.21,162.96,162.9743,18141
22,163.13,163.25,163.13,163.2,15210
23,163.0198,163.14,163.0198,163.12,23564
24,162.8767,163.05,162.85,163.04,12338
25,162.97,162.97,162.87,162.87,21060
26,163.09,163.09,162.87,162.9616,29424
27,163.08,163.17,162.92,163.07,95526
28,163,163.36,162.59,163.36,15621
29,162.88,163.3099,162.83,163.26,4419
30,162.915,163.06,162.59,162.89,16900
31,162.94,163.14,162.88,162.89,11296
32,163.01,163.07,162.88,162.945,5222
33,162.97,163.12,162.969,162.969,3551
34,162.82,162.95,162.82,162.94,7893
35,162.775,162.88,162.74,162.87,4762
36,162.6,162.79,162.6,162.775,18204
37,162.54,162.66,162.46,162.59,10236
38,162.8,162.85,162.54,162.54,9158
432,162.92,162.99,162.74,162.8,5873
433,162.82,163.07,162.82,162.93,13516
434,162.75,162.89,162.7,162.89,6125
435,162.74,162.94,162.74,162.74,4918
436,162.53,162.8399,162.43,162.75,4250
437,162.765,162.765,162.46,162.5159,7573
438,162.635,162.84,162.61,162.8,7670
439,162.81,162.87,162.61,162.635,7197
440,162.82,162.88,162.72,162.795,9320
441,162.74,162.82,162.65,162.77,9614
442,162.76,162.83,162.74,162.79,7976
443,162.81,162.83,162.75,162.76,8350
444,162.81,162.8499,162.75,162.81,12012
445,162.94,162.96,162.78,162.78,17766
446,163,163.09,162.9001,162.91,16002
447,162.99,163.03,162.93,163.0099,7428
448,162.93,162.97,162.8,162.93,9183
449,163.06,163.1,162.8674,162.915,8859
450,163.09,163.2199,162.99,163.08,14791
451,163.11,163.18,163.07,163.1,12378
452,163.16,163.19,163.079,163.13,11569
453,163.12,163.18,163.07,163.165,15624
454,163.03,163.11,162.99,163.09,13460
455,163.03,163.07,162.95,163.07,18883
456,163.01,163.05,162.98,163.0001,13196
457,162.93,163.02,162.87,163.02,17161
458,162.75,162.99,162.75,162.93,39234
459,162.89,162.98,162.705,162.72,68521
460,162.96,163.4,162.75,163.1,8680
461,162.83,163.31,162.79,163.02,6246
462,162.86,162.88,162.76,162.86,7338
463,162.905,163.04,162.81,162.88,24476
464,162.86,163.08,162.86,162.94,17723
465,162.925,163.11,162.78,162.78,6649
466,163.13,163.18,162.946,162.946,5824
467,163.09,163.13,163.04,163.1,5367
468,163.14,163.26,163.095,163.1,8371
469,162.935,163.21,162.935,163.14,9427
470,162.95,162.97,162.88,162.904,5595
575,162.73,163.02,162.73,162.95,11636
576,162.731,162.85,162.7,162.77,7217
577,162.82,162.82,162.61,162.7,12709
578,162.67,162.84,162.6505,162.797,8745
579,162.285,162.7,162.22,162.7,17929
580,162.34,162.38,162.18,162.26,18676
581,162.25,162.52,162.2,162.39,4522
582,162.4301,162.57,162.21,162.26,8197
583,162.3,162.44,162.27,162.43,9591
584,162.13,162.3299,162.13,162.32,21753
585,162.052,162.16,162.01,162.14,14308
586,161.95,162.1,161.93,162.1,8696
587,162.24,162.25,161.96,161.96,4590
588,162.25,162.33,162.13,162.25,7564
589,162.26,162.27,162.03,162.22,10083
590,162.26,162.37,162.14,162.26,6069
591,162.54,162.76,162.25,162.25,12858
592,162.59,162.66,162.43,162.46,5544
593,162.7,162.72,162.515,162.63,4768
594,162.47,162.74,162.47,162.66,6757
595,162.7,162.7,162.44,162.46,9724
596,162.7675,162.79,162.6,162.74,5416
597,162.46,162.68,162.46,162.65,7833
598,162.65,162.65,162.4,162.4,3163
599,162.51,162.76,162.49,162.65,10699
600,162.54,162.56,162.42,162.51,13956
601,162.56,162.61,162.49,162.54,19947
602,162.4901,162.6,162.49,162.54,46445
603,162.21,162.47,162.02,162.17,13528
604,161.53,162.2,161.53,162.2,16999
605,161.94,162,161.62,161.77,13699
606,161.435,162,161.36,161.85,17742
607,161.5301,161.96,161.45,161.52,31022
608,161.355,161.62,161.33,161.53,30300
609,161.62,161.8,161.41,161.4725,10367
610,161.81,161.85,161.62,161.6882,8255
611,161.77,162.01,161.77,161.77,9219
612,161.73,161.8299,161.7201,161.79,7392
613,161.55,161.87,161.55,161.76,6651
614,161.76,161.76,161.55,161.56,6990
720,161.88,161.88,161.69,161.76,7672
721,161.775,161.9,161.73,161.8275,3744
722,161.635,161.83,161.59,161.78,10821
723,161.74,161.74,161.56,161.65,6614
724,161.64,161.79,161.64,161.77,2305
725,161.69,161.75,161.61,161.64,4427
726,161.48,161.65,161.48,161.645,5162
727,161.55,161.55,161.44,161.49,3499
728,161.36,161.53,161.2601,161.5,9715
729,161.18,161.345,161.18,161.31,4561
730,161.05,161.195,161.03,161.195,11250
731,160.9,161.04,160.79,161.04,19645
732,160.98,161.16,160.915,160.915,6665
733,160.77,161.02,160.75,160.97,20265
734,160.76,160.8,160.7,160.79,7058
735,160.82,160.84,160.73,160.76,7781
736,160.8016,160.84,160.7,160.8,29146
737,160.81,160.9047,160.75,160.83,17381
738,160.63,160.86,160.58,160.8,14600
739,160.63,160.64,160.53,160.595,6834
740,160.93,160.94,160.64,160.64,4689
741,160.84,160.95,160.79,160.95,8211
742,160.69,160.87,160.66,160.83,8185
743,160.81,160.85,160.655,160.69,7784
744,160.81,160.9,160.72,160.81,9695
745,160.69,160.85,160.65,160.83,14242
746,160.54,160.68,160.51,160.65,49231
747,160.92,161.1,160.49,160.68,27063
748,161.01,161.25,160.89,160.94,27114
749,161.12,161.25,160.84,161.02,21973
750,161.5,161.625,161.12,161.19,21690
751,161.4,161.52,161.37,161.52,7039
752,160.78,161.36,160.78,161.35,15554
753,161.2008,161.21,160.8,160.82,7869
754,160.995,161.2399,160.94,161.2399,8362
755,161.3,161.3,160.955,160.955,5359
756,161.5099,161.52,161.23,161.31,13855
757,161.385,161.52,161.13,161.5,11220
758,161.15,161.4399,161.12,161.4399,7285
864,161.22,161.279,161.1062,161.15,8585
865,161.16,161.19,161.0193,161.18,13404
866,161.09,161.16,161.06,161.16,12450
867,161,161.12,160.92,161.08,6002
868,161.08,161.09,160.995,161,3789
869,161.01,161.07,160.98,161.05,6144
870,160.982,161.02,160.8,161.02,6658
871,160.87,160.98,160.8,160.95,4834
872,161.05,161.0899,160.88,160.915,13123
873,161.07,161.12,161.06,161.08,5403
874,161.12,161.17,161.06,161.08,9703
875,161.13,161.18,161.055,161.055,2028
876,161.1,161.18,161.1,161.16,8037
877,161.11,161.1681,161.05,161.13,6184
878,161.32,161.33,161.11,161.11,22753
879,161.22,161.31,161.11,161.31,15396
880,161.27,161.27,161.16,161.16,14876
881,161.14,161.32,161.14,161.28,25083
882,161.18,161.2199,161.13,161.2199,10829
883,160.935,161.17,160.89,161.17,13203
884,160.91,161.07,160.91,160.935,18155
885,160.845,160.98,160.82,160.93,17108
886,161.02,161.1,160.8,160.82,23295
887,160.82,161.02,160.76,161.01,21081
888,160.69,160.83,160.62,160.82,49476
889,160.41,160.71,160.28,160.68,105655
890,161.105,161.105,160.49,160.56,31512
891,161.3,161.64,161.145,161.18,25952
892,161.31,161.39,160.96,161.22,23116
893,161.36,161.36,160.95,161.3,17264
894,161.44,161.45,161.235,161.235,13166
895,161.37,161.72,161.36,161.36,6178
896,161.34,161.55,161.2,161.375,15231
897,161.96,161.96,161.3785,161.385,9527
898,161.72,161.925,161.59,161.91,11185
899,161.52,161.71,161.5,161.71,10104
900,161.6,161.73,161.52,161.56,9004
901,161.46,161.6391,161.24,161.61,6828
902,161.46,161.47,161.37,161.4,8266
a1513953600,161.21,161.47,161.16,161.44,17339
1,161.54,161.64,161.2,161.26,10667
2,161.62,161.69,161.52,161.55,8980
3,162.035,162.06,161.59,161.64,10503
4,161.97,162.2099,161.94,162.05,12664
5,162.2,162.2,161.92,161.92,10350
6,162.31,162.32,162.14,162.15,7582
7,162.34,162.35,162.25,162.33,11823
8,162.18,162.42,162.18,162.355,11858
9,162.18,162.35,162.18,162.28,13065
10,162.2,162.25,162.02,162.18,6131
11,162.08,162.25,162.08,162.21,7284
12,162.015,162.11,161.94,162.09,7712
13,161.84,162.015,161.68,162.015,11628
14,161.72,161.86,161.61,161.84,17181
15,161.73,161.81,161.64,161.76,7415
16,161.65,161.84,161.54,161.745,12903
17,161.51,161.69,161.41,161.66,18537
18,161.71,161.8,161.37,161.555,11456
19,161.66,161.77,161.61,161.77,8428
20,161.715,161.88,161.64,161.64,13572
21,161.99,161.99,161.7,161.73,13828
22,161.96,162.03,161.9,161.97,14167
23,162.05,162.05,161.83,161.9759,17058
24,162.1,162.2197,162.045,162.06,35600
25,162.12,162.16,162,162.09,90420
26,162.17,162.17,162.17,162.17,100
27,162.35,162.71,161.78,162.5,21152
28,162.61,162.85,162.35,162.35,11806
29,162.88,162.88,162.5589,162.595,5772
30,162.97,162.97,162.85,162.92,5767
31,162.64,162.98,162.47,162.97,9590
32,162.53,162.62,162.42,162.62,5452
33,162.533,162.55,162.41,162.475,6036
34,162.61,162.75,162.55,162.56,9069
35,162.63,162.67,162.57,162.6,5017
36,162.59,162.59,162.34,162.59,17104
37,162.98,163,162.61,162.61,27943
38,162.87,163,162.87,162.93,20769
576,162.98,163,162.86,162.89,15514
577,162.77,163,162.745,163,18731
578,162.795,162.815,162.69,162.78,6237
579,162.95,162.9699,162.74,162.76,15932
580,162.92,163,162.9,162.96,13619
581,162.97,163,162.91,162.96,21747
582,162.98,163.02,162.93,162.935,10995
583,162.95,163.01,162.9,163,7010
584,163,163.03,162.94,162.965,10784
585,162.99,163.08,162.97,163.025,9285
586,162.88,163,162.82,162.99,10640
587,162.855,162.91,162.83,162.88,7068
588,162.82,162.95,162.77,162.8799,24609
589,162.78,162.83,162.7101,162.81,10201
590,162.85,162.93,162.785,162.8,16207
591,162.9,162.9,162.8301,162.85,4650
592,162.96,162.98,162.89,162.9,11596
593,163.09,163.12,162.97,162.98,15872
594,163.12,163.17,163.07,163.09,11661
595,163.15,163.15,163.09,163.1236,11965
596,163.01,163.17,162.97,163.17,13338
597,162.66,163.0057,162.65,163.005,12237
598,162.7,162.77,162.66,162.72,30852
599,162.78,162.8,162.7,162.7,32129
600,162.895,162.97,162.8,162.81,30422
601,162.58,162.9,162.54,162.89,38073
602,162.54,162.64,162.48,162.59,84330
603,162.7339,163.37,162.73,163.37,11929
604,162.86,162.875,162.695,162.875,5752
605,163.45,163.46,162.86,162.869,4504
606,163.24,163.5,163.205,163.45,24808
607,163.66,163.705,163.32,163.32,7806
608,163.22,163.66,163.17,163.66,14255
609,162.92,163.52,162.8,163.27,12577
610,162.87,162.95,162.8,162.91,3365
611,163.1,163.2,162.8,162.95,5486
612,163.114,163.17,162.8701,163.0117,5586
613,163.09,163.22,163.05,163.1599,3159
614,163.09,163.23,163.07,163.11,3939
720,162.91,163.2,162.86,163.13,5050
721,162.79,162.93,162.76,162.93,3557
722,162.77,162.88,162.69,162.78,6950
723,162.81,162.85,162.73,162.7538,4245
724,162.64,162.82,162.64,162.79,7389
725,162.6989,162.72,162.58,162.62,8191
726,162.8,162.95,162.71,162.71,6301
727,163.11,163.11,162.84,162.84,2045
728,162.99,163.0593,162.95,163.05,4118
729,162.98,162.99,162.94,162.96,2985
730,163.2,163.2,162.99,162.99,3614
731,163.23,163.25,163.175,163.22,2300
732,163.19,163.28,163.17,163.24,4566
733,163.23,163.25,163.12,163.16,3123
734,163.115,163.29,163.1,163.25,3338
735,162.94,163.14,162.91,163.08,3575
736,162.75,162.98,162.69,162.9799,6419
737,162.74,162.81,162.7,162.79,5662
738,162.9065,162.92,162.69,162.7339,8167
739,162.88,162.97,162.8,162.92,6056
740,162.85,162.8872,162.731,162.8872,9130
741,162.9,162.95,162.77,162.86,8531
742,163.0175,163.07,162.9,162.91,10000
743,163.08,163.08,162.98,163.01,9266
744,163.09,163.14,163.02,163.07,20754
745,163.08,163.17,163.02,163.1,21448
746,162.85,163.1,162.78,163.08,60627
747,163,163.49,163,163.23,7495
748,162.97,163.22,162.9,163.12,4710
749,162.55,162.99,162.55,162.99,2000
750,162.57,162.75,162.57,162.695,4568
751,162.55,162.65,162.54,162.595,2636
752,162.415,162.5402,162.4,162.5,6649
753,162.77,162.8368,162.45,162.455,4168
754,162.91,162.95,162.75,162.78,8167
755,162.84,162.92,162.78,162.89,4313
756,162.5,162.78,162.35,162.78,7810
757,162.65,162.65,162.4,162.49,10743
758,162.8493,162.86,162.68,162.68,4917
864,162.84,162.86,162.75,162.83,4820
865,162.65,162.81,162.64,162.81,6046
866,162.72,162.76,162.55,162.6,9574
867,162.74,162.74,162.5601,162.72,8428
868,162.73,162.74,162.66,162.735,5800
869,162.9,162.913,162.7,162.7275,6897
870,162.78,162.91,162.78,162.91,1700
871,162.78,162.815,162.75,162.75,4749
872,162.81,162.88,162.79,162.79,5514
873,162.86,162.87,162.81,162.81,2852
874,162.9,162.94,162.84,162.84,7056
875,163.21,163.23,162.9,162.9,16237
876,163.13,163.39,163.07,163.21,8828
877,163.22,163.2599,163.13,163.1932,7694
878,163.095,163.21,163.08,163.2048,8088
879,163.145,163.15,163.065,163.11,5792
880,163.22,163.3,163.15,163.16,8359
881,163.29,163.35,163.1607,163.1607,11696
882,163.265,163.3,163.2,163.29,24520
883,163.055,163.265,163.0531,163.25,7464
884,163.11,163.11,163.055,163.07,6065
885,163.26,163.26,163.1,163.1,10276
886,163.1579,163.26,163.12,163.22,11697
887,163.25,163.27,163.13,163.18,13272
888,163.25,163.3,163.225,163.26,20177
889,163.17,163.29,163.12,163.24,27424
890,163.17,163.27,163.085,163.16,80608
891,163.27,163.545,163.195,163.41,7700
892,163.29,163.37,163.163,163.2,5881
893,163.32,163.45,163.12,163.255,8231
894,163.12,163.35,163.03,163.28,4806
895,163.305,163.338,163.08,163.08,3500
896,163.2,163.27,163.035,163.15,6719
897,163.24,163.285,163.165,163.2,11084
898,163.26,163.32,163.17,163.2,8720
899,163.1812,163.24,163.17,163.22,6224
900,163.3,163.3,163.19,163.22,6253
901,163.42,163.505,163.32,163.32,3708
902,163.38,163.39,163.13,163.39,7387
