EXCHANGE%3DNASDAQ,,,,,
MARKET_OPEN_MINUTE=570,,,,,
MARKET_CLOSE_MINUTE=960,,,,,
INTERVAL=600,,,,,
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME
DATA=,,,,,
TIMEZONE_OFFSET=-240,,,,,
889,156.76,156.88,156.75,156.88,121347
890,156.78,156.8,156.72,156.765,148817
891,156.7,156.79,156.695,156.78,178140
892,156.67,156.74,156.65,156.71,139546
893,156.55,156.7,156.55,156.66,188440
894,156.59,156.6,156.475,156.55,341669
895,156.415,156.64,156.41,156.5902,253212
896,156.29,156.48,156.252,156.42,341237
897,156.37,156.408,156.27,156.285,311161
898,156.33,156.42,156.29,156.3689,285322
899,156.23,156.36,156.23,156.33,209966
900,156.09,156.2351,156.08,156.23,502311
901,155.9388,156.1653,155.88,156.09,528450
902,156,156.1,155.7299,155.92,2376864
903,156.59,156.89,156.56,156.8,814698
a1508419800,156.75,156.82,156.41,156.58,639372
1,156.72,156.9569,156.67,156.7401,684597
2,157.1199,157.12,156.72,156.72,629707
3,156.8594,157.12,156.81,157.111,395698
4,156.97,157.01,156.71,156.88,528420
5,156.99,157.03,156.91,156.98,357308
6,157,157.06,156.91,156.99,412480
7,157.0999,157.14,156.84,156.9935,487446
8,157.0733,157.14,156.985,157.09,314833
9,157.05,157.135,157.03,157.07,226867
10,157.0748,157.15,157.01,157.045,248788
11,156.95,157.09,156.91,157.08,232325
12,157.04,157.07,156.96,156.96,142316
13,157.0416,157.15,157.02,157.05,207088
14,157.0449,157.08,157.01,157.05,153742
15,156.997,157.05,156.92,157.04,143629
16,157.0994,157.105,156.9549,156.99,179329
17,156.75,157.0901,156.55,157.0901,1031303
18,156.9,156.93,156.61,156.7427,456094
19,156.7212,156.91,156.71,156.91,249410
20,156.81,156.855,156.68,156.7243,181822
21,156.8455,156.9,156.76,156.81,122858
22,156.89,156.925,156.81,156.845,119944
23,156.93,156.98,156.87,156.89,157541
24,156.97,157.01,156.91,156.92,177831
25,157,157.0214,156.96,156.98,241525
26,157.13,157.13,156.99,156.99,289350
27,157.2043,157.28,157.12,157.12,390821
28,157.1805,157.22,157.15,157.2,169623
29,157.175,157.27,157.175,157.19,263684
30,157.17,157.1868,157.08,157.175,158539
31,157.175,157.18,157.07,157.17,123720
32,157.065,157.18,157.01,157.18,162576
33,156.84,157.08,156.83,157.07,234081
34,156.93,156.969,156.8457,156.846,185463
35,156.96,157,156.9,156.9328,231796
36,156.9,156.965,156.86,156.96,301653
37,156.99,157.03,156.81,156.925,1424373
38,157.83,157.9,157.79,157.9,669266
39,158.631,158.77,157.65,157.79,1989881
144,158.86,159,158.6586,158.66,1258534
145,159.13,159.36,158.77,158.86,1398363
146,159.31,159.57,159.135,159.1399,1142855
147,159.215,159.5207,159.15,159.31,798816
148,159.46,159.48,159.03,159.21,735325
149,159.4398,159.66,159.31,159.4501,1015904
150,159.46,159.57,159.41,159.4364,437245
151,159.34,159.5552,159.24,159.46,455983
152,159.17,159.3453,159.13,159.345,349316
153,159.16,159.167,158.93,159.16,416391
154,159.33,159.34,159.16,159.16,351760
155,159.41,159.4399,159.27,159.33,292935
156,159.31,159.45,159.31,159.4,211661
157,159.364,159.4,159.25,159.3146,228250
158,159.33,159.45,159.32,159.3534,208077
159,159.09,159.34,158.978,159.33,366438
160,159.09,159.15,158.975,159.0963,251863
161,159.3535,159.37,159.05,159.085,290261
162,159.4199,159.49,159.36,159.36,371703
163,159.438,159.5593,159.41,159.42,243464
164,159.4,159.54,159.36,159.44,343617
165,159.4865,159.5,159.38,159.39,226585
166,159.4764,159.49,159.42,159.485,131629
167,159.445,159.5,159.43,159.48,152606
168,159.49,159.5,159.37,159.445,186395
169,159.4501,159.5,159.39,159.49,190961
170,159.61,159.64,159.4401,159.4501,308215
171,159.54,159.67,159.47,159.62,274458
172,159.5843,159.605,159.495,159.5344,147089
173,159.485,159.6,159.43,159.5858,195575
174,159.6293,159.63,159.48,159.487,224563
175,159.71,159.74,159.56,159.63,346870
176,159.773,159.82,159.685,159.7,396104
177,159.775,159.85,159.75,159.775,348779
178,159.8334,159.84,159.7,159.78,389625
179,159.87,159.9,159.76,159.82,467006
180,159.89,160,159.8,159.87,935099
181,159.88,159.97,159.76,159.89,2539668
182,159.88,159.94,159.78,159.78,311299
183,159.47,160.2,159.36,159.88,1120666
576,159.4,159.57,159.27,159.4676,805598
577,159.57,159.65,159.23,159.39,789315
578,159.55,159.58,159.33,159.5699,521476
579,159.57,159.76,159.52,159.5451,476796
580,159.5,159.61,159.39,159.57,355050
581,159.65,159.65,159.43,159.493,392257
582,159.87,159.8801,159.52,159.64,324049
583,159.86,159.9407,159.77,159.88,272517
584,160.3634,160.44,159.85,159.85,1082659
585,160.71,160.7475,160.32,160.3685,771193
586,160.36,160.87,160.3,160.7127,844978
587,160.355,160.4254,160.24,160.35,449060
588,159.96,160.355,159.9466,160.35,561388
589,159.8975,160.05,159.74,159.98,517557
590,159.885,160,159.78,159.8999,296699
591,159.9199,160.02,159.849,159.887,221724
592,159.9,159.97,159.77,159.92,244242
593,159.88,159.975,159.82,159.9,180832
594,159.79,159.92,159.78,159.88,153250
595,159.76,159.8,159.67,159.78,238615
596,159.94,159.95,159.72,159.765,169252
597,160.01,160.01,159.9365,159.9365,189466
598,160.14,160.19,160.0031,160.01,227048
599,160.348,160.5,160.11,160.13,512609
600,160.1801,160.3465,160.141,160.3444,253494
601,160.0344,160.26,160.03,160.1852,313893
602,160.2292,160.27,160.01,160.035,270560
603,160.35,160.35,160.22,160.23,141917
604,160.21,160.35,160.19,160.3498,155874
605,160.244,160.29,160.205,160.21,174677
606,160.256,160.29,160.23,160.2541,170952
607,160.21,160.27,160.13,160.256,224580
608,160.2,160.25,160.16,160.22,169449
609,160.18,160.28,160.14,160.2,212843
610,160.1999,160.22,160.11,160.18,189077
611,160.43,160.45,160.19,160.2,364332
612,160.5,160.54,160.37,160.42,581127
613,160.47,160.54,160.37,160.5,1623278
614,160.41,160.48,160.39,160.42,357452
615,160.49,160.71,160.28,160.43,968094
720,159.98,160.5061,159.81,160.499,887494
721,160.27,160.31,159.98,159.98,633939
722,160.35,160.445,160.22,160.26,629337
723,160.22,160.44,160.1413,160.3443,376429
724,160.28,160.35,160.125,160.21,370862
725,160.209,160.4,160.15,160.27,249966
726,160.21,160.27,160.18,160.2,238229
727,160.12,160.26,160.12,160.21,267978
728,159.93,160.17,159.925,160.12,308805
729,160.13,160.16,159.93,159.94,260128
730,160,160.16,159.95,160.13,279281
731,160.02,160.1,159.96,160,211888
732,159.93,160.08,159.93,160.02,153459
733,159.795,159.95,159.75,159.93,387094
734,160,160.02,159.78,159.79,406893
735,159.99,160.01,159.92,160.005,179757
736,159.997,160.0164,159.92,159.9957,135001
737,160.155,160.18,159.9847,160,240318
738,160.312,160.35,160.1459,160.1569,323332
739,160.37,160.48,160.275,160.33,288972
740,160.27,160.39,160.27,160.3644,169628
741,160.1638,160.35,160.16,160.28,218155
742,160.16,160.16,159.99,160.16,260970
743,160.2,160.27,160.16,160.16,138207
744,160.301,160.355,160.19,160.195,164693
745,160.32,160.335,160.2401,160.31,168718
746,160.32,160.36,160.3,160.32,103239
747,160.27,160.36,160.25,160.315,137081
748,160.255,160.3,160.19,160.265,166769
749,160.24,160.32,160.24,160.25,126991
750,160.0534,160.24,160.02,160.2396,573451
751,160.065,160.11,159.99,160.06,292267
752,159.99,160.17,159.96,160.07,345506
753,160.05,160.06,159.96,159.9847,257999
754,160.05,160.08,159.99,160.05,236822
755,159.94,160.05,159.93,160.048,381608
756,159.68,159.96,159.66,159.94,598317
757,159.76,159.78,159.6,159.68,1824956
758,156.51,156.78,156.51,156.75,508017
759,156.353,157.08,155.82,156.52,3571106
864,156.15,156.48,155.87,156.36,1818047
865,155.9,156.16,155.65,156.1519,1790425
866,155.45,155.9498,155.32,155.91,1584434
867,156.12,156.215,155.26,155.4674,1417825
868,155.982,156.2,155.72,156.12,969607
869,155.695,156.0088,155.505,156.0088,852198
870,155.81,155.91,155.64,155.69,630831
871,155.95,156.06,155.782,155.81,914320
872,155.74,155.975,155.66,155.9442,649310
873,155.68,155.81,155.58,155.73,492212
874,155.6999,155.8,155.56,155.68,523952
875,155.9096,156.02,155.65,155.69,628346
876,155.53,155.9,155.52,155.9,572263
877,155.41,155.58,155.35,155.5399,758851
878,155.4287,155.48,155.26,155.406,867907
879,155.687,155.89,155.4,155.4299,914207
880,155.6967,155.78,155.63,155.685,441672
881,155.5,155.72,155.48,155.69,435630
882,155.3099,155.51,155.27,155.5,446965
883,155.07,155.39,155.05,155.31,977763
884,155.28,155.3,155.02,155.07,780001
885,155.39,155.39,155.2,155.28,424400
886,155.37,155.42,155.23,155.39,438211
887,155.57,155.58,155.3,155.366,528260
888,155.6456,155.84,155.57,155.57,561849
889,155.47,155.67,155.44,155.65,408802
890,155.36,155.5,155.33,155.467,399418
891,155.2799,155.44,155.2701,155.3656,352123
892,155.2,155.3,155.18,155.2786,353578
893,155.4825,155.49,155.18,155.19,472938
894,155.48,155.59,155.44,155.4854,480071
895,155.49,155.49,155.37,155.4715,405600
896,155.6294,155.75,155.47,155.49,637191
897,155.97,156,155.62,155.62,643555
898,155.91,155.98,155.79,155.9766,633789
899,155.6401,155.95,155.62,155.91,686450
900,155.79,155.88,155.52,155.6464,943455
901,155.98,156.02,155.73,155.755,4944292
902,156.53,157.0292,156.53,156.91,1011680
903,156.96,156.9674,156.53,156.54,618298
a1509024600,156.8295,157.19,156.81,156.96,779624
1,157.2175,157.23,156.82,156.83,680127
2,157.3644,157.54,157.14,157.2286,991039
3,157.67,157.7193,157.33,157.365,745439
4,157.47,157.75,157.4,157.67,543469
5,157.2,157.55,157.2,157.4733,455316
6,157.32,157.46,157.18,157.2,397507
7,157.24,157.52,157.22,157.34,290962
8,157.0465,157.305,156.71,157.23,1117567
9,157.24,157.34,156.96,157.04,603259
10,157.36,157.38,157.15,157.25,345987
11,157.41,157.46,157.29,157.37,321044
12,157.4704,157.48,157.38,157.415,194217
13,157.25,157.5,157.19,157.4752,274333
14,157.2144,157.33,157.19,157.26,161492
15,157.3791,157.39,157.21,157.215,202963
16,157.23,157.41,157.21,157.3737,158337
17,157.44,157.48,157.23,157.24,376620
18,157.44,157.48,157.42,157.45,184054
19,157.44,157.45,157.34,157.42,163397
20,157.39,157.47,157.36,157.45,182626
21,157.45,157.45,157.38,157.3947,110504
22,157.33,157.47,157.31,157.4427,193967
23,157.2628,157.34,157.22,157.33,173256
24,157.2,157.29,157.17,157.265,182500
25,157.18,157.25,157.16,157.2,228023
26,157.105,157.22,157.06,157.1847,314962
27,156.94,157.11,156.92,157.095,292122
28,156.87,157.01,156.85,156.95,253461
29,156.865,156.885,156.75,156.86,410151
30,156.8,156.92,156.75,156.8666,235489
31,156.85,156.87,156.78,156.81,221962
32,156.79,156.87,156.76,156.86,212670
33,156.49,156.82,156.45,156.785,518608
34,156.3253,156.53,156.29,156.485,497600
35,156.34,156.41,156.15,156.32,946236
36,156.16,156.36,155.96,156.35,4302275
37,156.84,156.91,156.72,156.89,202632
38,156.85,157.05,156.3,156.84,850785
39,156.91,157.05,156.7243,156.845,592626
144,156.83,156.95,156.69,156.905,429340
145,156.4473,156.84,156.37,156.83,531383
146,156.165,156.585,155.94,156.4436,791081
147,156.51,156.5735,156.03,156.15,550452
148,156.38,156.56,156.36,156.51,270655
149,156.02,156.4332,155.9097,156.385,407626
150,156.14,156.22,156.0207,156.025,258977
151,156.39,156.4585,156.1271,156.15,248853
152,156.36,156.46,156.305,156.39,171711
153,156.35,156.5501,156.316,156.36,234736
154,156.17,156.45,156.14,156.33,193760
155,156.24,156.25,156.12,156.17,159562
156,156.3689,156.4,156.2179,156.245,144440
157,156.8993,156.9,156.355,156.3601,471350
158,157.105,157.19,156.89,156.8971,752569
159,157.595,157.6,157.03,157.105,615483
160,157.4141,157.69,157.37,157.6,501115
161,157.44,157.57,157.36,157.41,368245
162,157.49,157.64,157.3,157.44,321301
163,157.46,157.57,157.3888,157.49,198334
164,157.37,157.51,157.3089,157.46,168069
165,157.3,157.4,157.27,157.3747,131243
166,157.095,157.37,157.02,157.3,484918
167,156.9801,157.12,156.95,157.1,303580
168,156.99,157.14,156.98,156.99,146158
169,157.01,157.16,156.88,157,239408
170,156.74,157.055,156.66,157.02,316535
171,156.62,156.8,156.55,156.75,332034
172,156.6,156.64,156.54,156.615,287631
173,156.61,156.77,156.59,156.61,262444
174,156.715,156.715,156.48,156.61,280759
175,156.5,156.74,156.45,156.71,275563
176,156.46,156.56,156.42,156.51,314220
177,156.285,156.4847,156.19,156.47,427795
178,156.0988,156.401,156.01,156.28,664809
179,156.02,156.31,155.5,156.09,825710
180,156.17,156.29,155.7,156,3834756
181,156.34,156.34,156.2,156.29,233731
182,156.6,156.95,156.2,156.3001,995273
183,156.435,156.66,156.2,156.605,1115272
576,156.7975,156.86,156.4315,156.4315,716584
577,157.3,157.42,156.79,156.79,857332
578,157.34,157.36,157.12,157.3,517091
579,157.2275,157.36,157.19,157.33,378389
580,157.29,157.335,157.2042,157.23,345444
581,157.2173,157.4,157.18,157.2844,483240
582,156.9001,157.26,156.9,157.21,502206
583,156.91,157.07,156.85,156.9,470902
584,157,157.05,156.9135,156.915,326927
585,157.015,157.1145,156.99,157.01,397023
586,157,157.08,156.98,157.01,243655
587,157.11,157.25,157,157.0031,284879
588,156.96,157.195,156.95,157.11,246352
589,156.9547,157.03,156.9288,156.9574,106644
590,156.87,156.98,156.87,156.9546,152132
591,156.9275,156.95,156.86,156.87,251219
592,156.93,156.97,156.92,156.93,134701
593,157.0336,157.06,156.93,156.9399,264537
594,157.02,157.18,157.0025,157.03,185397
595,156.9299,157.04,156.9,157.0199,134913
596,157.08,157.08,156.87,156.9243,198825
597,157.07,157.139,157.04,157.075,166260
598,157.2472,157.29,157.04,157.075,264171
599,157.175,157.285,157.16,157.245,159138
600,157.12,157.197,157.08,157.17,160399
601,157.06,157.17,157.05,157.13,113656
602,157.07,157.1,157.025,157.07,114971
603,157.02,157.14,157,157.065,181003
604,156.9899,157.085,156.9899,157.02,184456
605,157.06,157.0683,156.97,156.98,162661
606,156.78,157.0893,156.73,157.06,392515
607,156.63,156.81,156.53,156.7752,450989
608,156.87,156.89,156.6483,156.65,324755
609,156.861,157,156.83,156.8641,276542
610,157.03,157.06,156.87,156.87,269990
611,156.85,157.07,156.78,157.03,368559
612,157.1,157.1,156.785,156.87,1871015
613,156.9875,157.04,156.9,156.91,254594
614,157.12,157.55,156.9,156.99,753459
615,156.75,157.36,156.725,157.12,672014
720,156.87,156.88,156.45,156.76,542714
721,157.04,157.16,156.85,156.85,424493
722,156.99,157.2,156.92,157.04,517250
723,157.07,157.16,156.9,156.97,465175
724,156.935,157.12,156.88,157.06,291616
725,156.79,157.06,156.63,156.9332,391802
726,156.86,156.95,156.73,156.79,296791
727,156.07,156.87,155.94,156.87,694664
728,155.78,156.31,155.65,156.05,763269
729,156.16,156.2006,155.68,155.782,483127
730,156.4,156.44,156.07,156.16,346586
731,156.1799,156.45,156.12,156.42,188248
732,156.14,156.18,155.94,156.17,311514
733,156.27,156.33,155.92,156.14,616168
734,155.8533,156.31,155.76,156.26,571478
735,155.37,155.86,155.36,155.84,634586
736,155.663,155.76,155.27,155.36,399196
737,155.8991,155.99,155.6545,155.67,291558
738,156.02,156.08,155.84,155.89,634288
739,156.0136,156.06,155.84,156.0298,242846
740,156.09,156.16,155.97,156.01,207785
741,156.07,156.17,155.97,156.1,149370
742,156.29,156.32,156.061,156.061,245205
743,156.3125,156.4,156.27,156.295,269419
744,156.29,156.385,156.2,156.33,238853
745,156.42,156.47,156.2807,156.2807,327257
746,156.31,156.42,156.245,156.42,279256
747,156.27,156.3952,156.2641,156.32,199357
748,156.09,156.3,156.0544,156.2626,280587
749,156.03,156.1,155.93,156.1,300232
750,156.13,156.15,155.99,156.04,269451
751,156.23,156.42,156.03,156.12,330887
752,156.35,156.375,156.2344,156.2344,262873
753,156.5,156.55,156.3435,156.3435,353942
754,156.425,156.535,156.381,156.49,297021
755,156.12,156.45,156.09,156.42,364771
756,156.405,156.5,156.0866,156.12,2425082
757,157.31,157.39,157.17,157.23,276632
758,157.575,157.8295,157.26,157.31,1188079
759,157.3666,157.75,157.2701,157.58,684331
864,157.27,157.47,157.14,157.38,453763
865,156.96,157.28,156.9,157.27,542649
866,157.12,157.18,156.78,156.95,475999
867,157.2275,157.47,157.115,157.12,370781
868,157.55,157.57,157.12,157.22,318892
869,157.6,157.68,157.4,157.547,421820
870,157.53,157.73,157.53,157.61,307815
871,157.45,157.7,157.3,157.54,375586
872,157.44,157.66,157.2793,157.4535,307695
873,157.46,157.54,157.3775,157.435,241540
874,157.45,157.5599,157.34,157.45,156377
875,157.485,157.545,157.35,157.4528,161395
876,157.4901,157.59,157.33,157.49,234325
877,157.6,157.6375,157.4801,157.495,162451
878,157.57,157.69,157.549,157.6,136536
879,157.63,157.65,157.485,157.58,121785
880,157.37,157.63,157.25,157.63,218669
881,157.48,157.49,157.3,157.35,125198
882,157.37,157.53,157.34,157.49,129649
883,157.33,157.48,157.27,157.379,122280
884,157.42,157.42,157.31,157.32,130962
885,157.29,157.45,157.27,157.415,124246
886,157.23,157.31,157.17,157.29,209639
887,157.15,157.3193,157.15,157.235,124907
888,157.39,157.405,157.09,157.14,204468
889,157.42,157.49,157.3,157.4,130526
890,157.52,157.57,157.43,157.43,228908
891,157.5801,157.62,157.47,157.53,172755
892,157.64,157.7,157.59,157.59,208354
893,157.68,157.75,157.6208,157.63,309884
894,157.67,157.75,157.61,157.68,229617
895,157.665,157.72,157.58,157.67,201059
896,157.6132,157.71,157.56,157.6644,220482
897,157.58,157.69,157.49,157.6101,330568
898,157.5,157.68,157.4301,157.58,291178
899,157.47,157.675,157.46,157.51,637973
900,157.41,157.55,157.39,157.48,2561436
901,158.98,159.5,158.81,159.24,1458454
902,159.44,159.73,158.7,158.9853,2230723
903,159.55,159.58,158.93,159.42,1120982
a1509629400,160.14,160.365,159.45,159.52,1868765
1,160.45,160.48,160.0245,160.14,1021453
2,160.26,160.61,160.08,160.46,1061212
3,160.69,160.73,160.22,160.28,1097355
4,160.75,160.79,160.4515,160.7,754880
5,160.85,160.99,160.74,160.75,927759
6,160.785,161.03,160.62,160.84,870101
7,161.1699,161.25,160.7707,160.78,810913
8,161.94,161.98,161.1,161.17,1205515
9,161.74,162.06,161.703,161.94,1065356
10,162.14,162.19,161.67,161.74,749171
11,162.39,162.45,162.1307,162.1307,922285
12,162.58,162.75,162.34,162.4,951246
13,162.4438,162.69,162.4,162.59,776593
14,162.7,162.79,162.4477,162.4477,782637
15,162.4961,162.95,162.42,162.7,972609
16,162.15,162.68,162.1,162.49,722816
17,162.2359,162.33,162.06,162.15,642223
18,162.3,162.41,162.23,162.235,580867
19,162.56,162.57,162.17,162.3,553338
20,162.56,162.67,162.46,162.56,380260
21,162.75,162.76,162.48,162.5651,478568
22,162.925,162.95,162.68,162.76,615949
23,163.1142,163.1475,162.91,162.9236,819196
24,163.5342,163.6,163.09,163.11,1083707
25,163.445,163.6,163.36,163.54,650758
26,162.725,163.44,162.67,163.44,839320
27,162.85,162.9156,162.64,162.73,660123
28,162.52,162.85,162.5,162.85,663733
29,162.57,162.61,162.32,162.529,738717
30,162.73,162.82,162.51,162.58,565951
31,162.94,162.95,162.62,162.73,717644
32,163.09,163.1,162.86,162.95,737269
33,162.9,163.1,162.86,163.1,780554
